nct_id,titulo,estado,fase,todas_fases,tipo,sponsor,condicion,todas_condiciones,fecha_inicio,año_inicio
NCT00113308,COX-2 Inhibitor Study In Patients With Rheumatoid Arthritis,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,GlaxoSmithKline,"Arthritis, Rheumatoid","Arthritis, Rheumatoid",2005-06,2005.0
NCT04210115,Study of Pembrolizumab (MK-3475) Versus Placebo in Participants With Esophageal Carcinoma Who Are Receiving Chemotherapy and Radiation Therapy (MK-3475-975/KEYNOTE-975),ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Merck Sharp & Dohme LLC,Esophageal Squamous Cell Carcinoma (ESCC),Esophageal Squamous Cell Carcinoma (ESCC); Gastroesophageal Junction Carcinoma (GEJC); Esophageal Adenocarcinoma (EAC),2020-02-28,2020.0
NCT02823574,Study of Nivolumab in Combination With Ipilimumab Versus Nivolumab in Combination With Ipilimumab Placebo in Patients With Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Bristol-Myers Squibb,Head and Neck Cancer,Head and Neck Cancer,2016-11-08,2016.0
NCT00930514,A Pharmacokinetic Study of Subcutaneous and Intravenous Rituximab in Participants With Follicular Lymphoma,COMPLETED,PHASE1,PHASE1,INTERVENTIONAL,Hoffmann-La Roche,"Lymphoma, Follicular","Lymphoma, Follicular",2009-09,2009.0
NCT02550652,A Study to Evaluate the Safety and Efficacy of Obinutuzumab Compared With Placebo in Participants With Lupus Nephritis (LN),COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Hoffmann-La Roche,Lupus Nephritis,Lupus Nephritis,2015-11-13,2015.0
NCT04251533,Study Assessing the Efficacy and Safety of Alpelisib + Nab-paclitaxel in Subjects With Advanced TNBC Who Carry Either a PIK3CA Mutation or Have PTEN Loss,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Triple Negative Breast Neoplasms,Triple Negative Breast Neoplasms,2020-06-08,2020.0
NCT00663052,Study Evaluating Etanercept for the Treatment of Moderate to Severe Psoriasis,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Pfizer,Plaque Psoriasis,Plaque Psoriasis; Psoriasis,2008-06,2008.0
NCT01516736,Phase III Study Comparing the Efficacy and Safety of LA-EP2006 and Peg-Filgrastim,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Sandoz,Chemotherapy-induced Neutropenia,Chemotherapy-induced Neutropenia; Breast Cancer,2012-03,2012.0
NCT02277444,"A Study to Evaluate the Pharmacokinetics, Efficacy and Safety of Intravenous Golimumab in Pediatric Participants With Active Polyarticular Course Juvenile Idiopathic Arthritis Despite Methotrexate Therapy",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Janssen Research & Development, LLC","Arthritis, Juvenile","Arthritis, Juvenile",2014-12-22,2014.0
NCT04000152,RCT Study to Validate niPGT-A Clinical Benefit.,TERMINATED,NA,NA,INTERVENTIONAL,Igenomix,Aneuploidy,Aneuploidy; Chromosome Abnormality; Infertility,2020-06-29,2020.0
NCT05648500,A Research Study to Evaluate the Effects of a New Oral Medicine Called Cenerimod in Adults With Systemic Lupus Erythematosus,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Viatris Innovation GmbH,"Lupus Erythematosus, Systemic","Lupus Erythematosus, Systemic",2022-12-13,2022.0
NCT00101738,Freedom Study: Myfortic in Kidney Transplant Patients,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Kidney Transplantation,Kidney Transplantation,2003-03,2003.0
NCT02546700,A Study to Evaluate Safety and Efficacy of Lebrikizumab in Participants With Chronic Obstructive Pulmonary Disease (COPD),COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Hoffmann-La Roche,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,2015-09-30,2015.0
NCT03733444,A Clinical Study to Test How Effective and Safe GLPG1690 is for Participants With Idiopathic Pulmonary Fibrosis (IPF) When Used Together With Standard of Care,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Galapagos NV,Idiopathic Pulmonary Fibrosis,Idiopathic Pulmonary Fibrosis,2018-11-05,2018.0
NCT04846244,A Study of the Change in Early and Sustained Pain Control in Axial Spondylarthritis in Adult Participants Receiving Upadacitinib,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,AbbVie,Axial Spondylarthritis (axSpA),Axial Spondylarthritis (axSpA),2021-04-30,2021.0
NCT00082433,Epothilone (Ixabepilone) Plus Capecitabine Versus Capecitabine Alone in Patients With Advanced Breast Cancer,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,R-Pharm,Cancer,Cancer; Breast Cancer,2003-11,2003.0
NCT00731549,Intramuscular Depot Formulation of Aripiprazole as Maintenance Treatment in Patients With Schizophrenia,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Schizophrenia,Schizophrenia,2008-12,2008.0
NCT02620046,A Study of Long-term Effects of Vedolizumab Subcutaneous in Adults With Ulcerative Colitis and Crohn's Disease,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Takeda,"Colitis, Ulcerative","Colitis, Ulcerative; Crohn's Disease",2016-04-15,2016.0
NCT05665595,A Study of Adjuvant Pembrolizumab/Vibostolimab (MK-7684A) Versus Pembrolizumab for Resected High-Risk Melanoma in Participants With High-Risk Stage II-IV Melanoma (MK-7684A-010/KEYVIBE-010),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Merck Sharp & Dohme LLC,Melanoma,Melanoma,2023-01-19,2023.0
NCT03594175,Efficacy and Safety of CUSA-081 in the Restoration of Central Venous Access Device (CVAD) Functionality,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Chiesi Farmaceutici S.p.A.,Catheter Occlusion,Catheter Occlusion; Thrombosis,2020-02-12,2020.0
NCT00391872,A Comparison of Ticagrelor (AZD6140) and Clopidogrel in Patients With Acute Coronary Syndrome,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Acute Coronary Syndrome,Acute Coronary Syndrome,2006-10,2006.0
NCT00210639,A Study of Incidence of Musculoskeletal Disorders in Children Who Have Received Levofloxacin or a Standard Non-Fluoroquinolone Therapy for Acute Bacterial Infection,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Musculoskeletal Diseases,Musculoskeletal Diseases,2002-08,2002.0
NCT00099203,A Study to Assess the Efficacy of Intravenous Bondronat (Ibandronate) in Patients With Malignant and Painful Bone Disease,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Pain,Pain; Bone Neoplasm; Neoplasm Metastasis,2005-07,2005.0
NCT06952803,A Study of Metastases Free Survival With Saruparib vs Placebo Added to a Standard RT/ADT in Men With High-risk Prostate Cancer With a BRCA Mutation,RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Prostate Cancer,Prostate Cancer,2025-08-06,2025.0
NCT02914522,Study to Evaluate the Efficacy and Safety of Filgotinib in the Induction and Maintenance of Remission in Adults With Moderately to Severely Active Ulcerative Colitis,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Gilead Sciences,Ulcerative Colitis,Ulcerative Colitis,2016-11-14,2016.0
NCT06572488,Non-ablative Er:YAG for Recurrent Candidiasis,COMPLETED,NA,NA,INTERVENTIONAL,Espacio Gaspar Clinic,"Candidiasis, Vulvovaginal","Candidiasis, Vulvovaginal; Candidiasis of Vagina; Candidiasis, Genital; Recurrent Candidiasis of Vagina; Infection, Candida; Vaginal Yeast Infections",2019-01-03,2019.0
NCT03811288,An International Survey of the Occurrence of Cardiovascular Disease Among Patients With Type 2 Diabetes,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Novo Nordisk A/S,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",2018-12-10,2018.0
NCT01048853,Conservative Surgery in Treating Patients With Low-Risk Stage IA2 or IB1 Cervical Cancer,TERMINATED,NA,NA,INTERVENTIONAL,M.D. Anderson Cancer Center,Cervical Adenocarcinoma,"Cervical Adenocarcinoma; Cervical Squamous Cell Carcinoma, Not Otherwise Specified; Stage IA2 Cervical Cancer AJCC v6 and v7; Stage IB1 Cervical Cancer AJCC v6 and v7",2010-04-15,2010.0
NCT04374253,"A Study to Evaluate the Safety, Tolerability, and Efficacy of Long-Term Gantenerumab Administration in Participants With Alzheimer's Disease (AD)",TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Alzheimer Disease,Alzheimer Disease,2021-01-26,2021.0
NCT01051245,Effectiveness of a High-risk Diabetic Patients Program,COMPLETED,NA,NA,INTERVENTIONAL,Hospital Italiano de Buenos Aires,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",2010-03,2010.0
NCT02846441,Interstage Assessment of Remnant Liver Function in ALPPS,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital Italiano de Buenos Aires,Liver Failure,Liver Failure,2011-07,2011.0
NCT05602727,Efficacy and Safety of MK-1942 as an Adjunct Therapy in Participants With Mild to Moderate Alzheimer's Disease Dementia (MK-1942-008),TERMINATED,PHASE2,PHASE2,INTERVENTIONAL,Merck Sharp & Dohme LLC,Alzheimer's Disease,Alzheimer's Disease,2022-12-02,2022.0
NCT03498742,Asthmatic Subjects Could Live Without Short Acting beta2 Agonists,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Universidad Nacional de Rosario,Asthma Chronic,Asthma Chronic,2017-03-10,2017.0
NCT04109066,"Study of Nivolumab Versus Placebo in Combination With Neoadjuvant Chemotherapy and Adjuvant Endocrine Therapy in Participants With High-risk, Estrogen Receptor-Positive (ER+), Human Epidermal Growth Factor Receptor 2-Negative (HER2-) Primary Breast Cancer",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bristol-Myers Squibb,Breast Cancer,Breast Cancer,2019-11-18,2019.0
NCT02983227,A Study to Evaluate the Long-Term Safety and Efficacy of GDC-0853 in Participants With Moderate to Severe Rheumatoid Arthritis Enrolled in Study GA29350,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,"Genentech, Inc.",Rheumatoid Arthritis,Rheumatoid Arthritis,2016-11-30,2016.0
NCT02171429,A Study Comparing the Efficacy and Safety of Etrolizumab With Adalimumab and Placebo in Participants With Moderate to Severe Ulcerative Colitis (UC) in Participants Naive to Tumor Necrosis Factor (TNF) Inhibitors,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Ulcerative Colitis,Ulcerative Colitis,2014-11-14,2014.0
NCT00354094,"[S,S]-Reboxetine Long Term Safety Study In Post-Shingles Pain.",TERMINATED,PHASE2,PHASE2,INTERVENTIONAL,Pfizer,Pain,Pain,2006-11,2006.0
NCT02028494,Evaluation of Response to Two Schedules of Capecitabine in Patients With Metastatic Breast Cancer,UNKNOWN,NA,NA,INTERVENTIONAL,Latin American & Caribbean Society of Medical Oncology,Breast Cancer,Breast Cancer,2013-08,2013.0
NCT01363479,An Efficacy and Safety Study of Oral and Intravenous Palonosetron for the Prevention of Nausea and Vomiting,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Helsinn Healthcare SA,Chemotherapy-Induced Nausea and Vomiting,Chemotherapy-Induced Nausea and Vomiting,2011-07,2011.0
NCT05609630,"Study of Oral Upadacitinib and Subcutaneous/Intravenous Tocilizumab to Evaluate Change in Disease Activity, Adverse Events and How Drug Moves Through the Body of Pediatric and Adolescent Participants With Active Systemic Juvenile Idiopathic Arthritis.",RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,AbbVie,Juvenile Idiopathic Arthritis,Juvenile Idiopathic Arthritis,2023-10-02,2023.0
NCT01572038,A Study of Pertuzumab in Combination With Trastuzumab (Herceptin) and a Taxane in First-Line Treatment in Participants With Human Epidermal Growth Factor 2 (HER2)-Positive Advanced Breast Cancer,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Breast Neoplasms,Breast Neoplasms,2012-06-01,2012.0
NCT01870778,"Efficacy, Safety and Tolerability of Serelaxin When Added to Standard Therapy in AHF",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Acute Heart Failure,Acute Heart Failure,2013-10-02,2013.0
NCT01074268,Comparison of NN1250 Plus Insulin Aspart With Insulin Detemir Plus Insulin Aspart in Type 1 Diabetes,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novo Nordisk A/S,Diabetes,"Diabetes; Diabetes Mellitus, Type 1",2010-02,2010.0
NCT00253968,Efficacy and Safety of Eplivanserin Treatment for Sleep Maintenance Insomnia,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Sanofi,Sleep Initiation and Maintenance Disorders,Sleep Initiation and Maintenance Disorders; Insomnia,2005-11,2005.0
NCT03608033,Study of the Safety and Efficacy of OMS721 in Patients With Immunoglobulin A (IgA) Nephropathy,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Omeros Corporation,IgA Nephropathy,IgA Nephropathy,2018-04-05,2018.0
NCT00087958,"Intravenous RPR109881 in Male or Female Patients With Advanced Breast Cancer Who no Longer Respond to Anthracycline, Taxane and Capecitabine Treatment",COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Sanofi,Breast Cancer,Breast Cancer,2004-08,2004.0
NCT06117891,An Observational Study to Learn More About How Well a Treatment Works When Given After Treatment With Atezolizumab and Bevacizumab or Another Similar Combination of Drugs in Adults With Liver Cancer That Cannot be Treated With Surgery,ACTIVE_NOT_RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Bayer,Unresectable Hepatocellular Carcinoma,Unresectable Hepatocellular Carcinoma,2023-11-27,2023.0
NCT03602560,ENHANCE: Seladelpar in Subjects With Primary Biliary Cholangitis (PBC) and an Inadequate Response to or an Intolerance to Ursodeoxycholic Acid (UDCA),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Gilead Sciences,Primary Biliary Cholangitis,Primary Biliary Cholangitis,2018-10-01,2018.0
NCT00365924,A Pilot Methodology Study To Evaluate Changes In Bone Quality Parameters Following Therapy With Forteo,COMPLETED,NA,NA,INTERVENTIONAL,Pfizer,Osteoporosis,Osteoporosis,2006-12,2006.0
NCT04277325,Efficacy of Emotionally Focused Therapy Among Spanish Speaking Couples,COMPLETED,NA,NA,INTERVENTIONAL,"Clinica Universidad de Navarra, Universidad de Navarra",Partner Relational Problems,Partner Relational Problems,2021-09-01,2021.0
NCT07033325,"University-Based Chagas Testing in Salta Province, Argentina",ENROLLING_BY_INVITATION,NO APLICA,NO APLICA,OBSERVATIONAL,Mundo Sano Foundation,Chagas Disease,Chagas Disease; Trypanosoma Cruzi Infection; Chronic Chagas Disease,2024-09-11,2024.0
NCT07044297,A Clinical Study of MK-8527 to Prevent Human Immunodeficiency Virus Type 1 (HIV-1) (MK-8527-011),RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Merck Sharp & Dohme LLC,Human Immunodeficiency Virus (HIV),Human Immunodeficiency Virus (HIV); HIV Pre-Exposure Prophylaxis,2025-07-31,2025.0
NCT04975997,"Open-label Study Comparing Iberdomide, Daratumumab and Dexamethasone (IberDd) Versus Daratumumab, Bortezomib, and Dexamethasone (DVd) in Participants With Relapsed or Refractory Multiple Myeloma (RRMM)",ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Celgene,Multiple Myeloma,Multiple Myeloma,2022-06-23,2022.0
NCT02573324,A Study of ABT-414 in Participants With Newly Diagnosed Glioblastoma (GBM) With Epidermal Growth Factor Receptor (EGFR) Amplification,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AbbVie,Glioblastoma,Glioblastoma; Gliosarcoma,2015-01-04,2015.0
NCT06812988,Treatment of Type 1 Diabetes With Anti-OX40L Bispecific With Anti-TNF Activity In a Single Nanobody® Molecule,ACTIVE_NOT_RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,Sanofi,Type 1 Diabetes Mellitus,Type 1 Diabetes Mellitus,2025-02-28,2025.0
NCT03121586,Extension Study of Pimavanserin for the Adjunctive Treatment of Schizophrenia,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,ACADIA Pharmaceuticals Inc.,Schizophrenia,Schizophrenia,2017-01,2017.0
NCT00365170,Efficacy and Safety of Insulin Aspart vs. Human Insulin During Pregnancy by Women With Type 1 Diabetes,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Novo Nordisk A/S,Diabetes,"Diabetes; Diabetes Mellitus, Type 1",2002-09,2002.0
NCT01574703,Study To Evaluate Cardiac Assessments Following Different Treatments Of Smoking Cessation Medications In Subjects With And Without Psychiatric Disorders.,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Pfizer,Smoking Cessation,Smoking Cessation,2012-05,2012.0
NCT01606761,"A Study of CNTO 136 (Sirukumab), a Human Anti-IL-6 Monoclonal Antibody, Administered Subcutaneously, in Patients With Active Rheumatoid Arthritis Despite Anti-TNF-Alpha Therapy (SIRROUND-T)",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Janssen Research & Development, LLC","Arthritis, Rheumatoid","Arthritis, Rheumatoid",2012-08-06,2012.0
NCT01139762,A Study of Tadalafil Use With Finasteride in Men With Enlarged Prostates and Urinary Symptoms,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Eli Lilly and Company,Benign Prostatic Hyperplasia,Benign Prostatic Hyperplasia; Enlarged Prostate,2010-09,2010.0
NCT05896761,A Sub-study of Cabotegravir (CAB) and Rilpivirine (RPV) in Human Immunodeficiency Viruses (HIV)-Infected Participants,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,ViiV Healthcare,Human Immunodeficiency Virus Type 1 (HIV-1),Human Immunodeficiency Virus Type 1 (HIV-1),2021-10-28,2021.0
NCT06141473,Efficacy and Safety Studies of Frexalimab (SAR441344) in Adults With Relapsing Forms of Multiple Sclerosis,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Sanofi,Multiple Sclerosis,Multiple Sclerosis,2023-12-13,2023.0
NCT00240383,"Dose Ranging Study With LT, Monotherapy, PPAR",COMPLETED,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,Bristol-Myers Squibb,Diabetes Mellitus II,Diabetes Mellitus II,2002-05,2002.0
NCT03155997,Endocrine Therapy With or Without Abemaciclib (LY2835219) Following Surgery in Participants With Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Eli Lilly and Company,Breast Cancer,Breast Cancer,2017-07-12,2017.0
NCT05789082,"A Study Evaluating the Safety, Activity, and Pharmacokinetics of Divarasib as a Single Agent or in Combination With Other Anti-Cancer Therapies in Participants With Previously Untreated Advanced or Metastatic Non-Small Cell Lung Cancer With a KRAS G12C Mutation",RECRUITING,PHASE1,PHASE1; PHASE2,INTERVENTIONAL,Hoffmann-La Roche,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,2023-06-20,2023.0
NCT04498117,Oregovomab Plus Chemo in Newly Diagnosed Patients With Advanced Epithelial Ovarian Cancer Following Optimal Debulking Surgery,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,CanariaBio Inc.,"Carcinoma, Ovarian Epithelial","Carcinoma, Ovarian Epithelial; Ovarian Neoplasms; Ovarian Cancer; Ovarian Serous Adenocarcinoma; Fallopian Tube Neoplasms; Fallopian Tube Adenocarcinoma; Fallopian Tube Serous Adenocarcinoma; Peritoneal Cancer; Peritoneal Carcinoma; Peritoneal Neoplasms",2020-08-25,2020.0
NCT02313974,Lupus Flares and Histological Renal Activity at the End of the Treatment (LuFla),UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital de Clinicas José de San Martín,Lupus Nephritis,Lupus Nephritis,2014-01,2014.0
NCT06834360,"A Phase 3 Study to Assess the Efficacy, Safety, and Tolerability of Itepekimab (Anti-IL-33 mAb) in Participants With Inadequately-controlled Chronic Rhinosinusitis With Nasal Polyps",RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Sanofi,Chronic Rhinosinusitis With Nasal Polyps,Chronic Rhinosinusitis With Nasal Polyps,2025-02-06,2025.0
NCT02702843,Fluorescent Cholangiography vs White Light for Bile Ducts Identification,COMPLETED,NA,NA,INTERVENTIONAL,The Cleveland Clinic,Cholecystitis,Cholecystitis; Cholelithiasis,2016-04,2016.0
NCT04738435,"Safety of the Sputnik V Vaccine in Health Personnel of Private Effectors of the City of Buenos Aires, Argentina",COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital Italiano de Buenos Aires,COVID-19,COVID-19,2021-01-05,2021.0
NCT04964908,"Study to Understand Clinical Characteristics, Treatment Pathway in Chronic Lymphocytic Leukemia",COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,AstraZeneca,Chronic Lymphocytic Leukemia,Chronic Lymphocytic Leukemia,2021-12-03,2021.0
NCT06077760,A Study of Intismeran Autogene (V940) Plus Pembrolizumab (MK-3475) Versus Placebo Plus Pembrolizumab in Participants With Non-small Cell Lung Cancer (V940-002),RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Merck Sharp & Dohme LLC,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,2023-12-06,2023.0
NCT01338025,Evaluation of 3TC or FTC Mono-therapy Compared to Continuing HAART as a Bridging Strategy,TERMINATED,PHASE4,PHASE4,INTERVENTIONAL,International Maternal Pediatric Adolescent AIDS Clinical Trials Group,HIV Disease,HIV Disease,2011-03,2011.0
